periodbin,radiusbin,COUNT,GAMMA_mean,GAMMA_OBS_mean,GAMMA_OBS_TRANS_mean,MONO_COUNT,MONO_GAMMA_mean,MONO_GAMMA_OBS_mean,MONO_GAMMA_OBS_TRANS_mean,DUO_COUNT,DUO_GAMMA_mean,DUO_GAMMA_OBS_mean,DUO_GAMMA_OBS_TRANS_mean,TRIO_COUNT,TRIO_GAMMA_mean,TRIO_GAMMA_OBS_mean,TRIO_GAMMA_OBS_TRANS_mean,MULTI_COUNT,MULTI_GAMMA_mean,MULTI_GAMMA_OBS_mean,MULTI_GAMMA_OBS_TRANS_mean,TSM_CUTOFF_COUNT,TSM_CUTOFF_GAMMA_mean,TSM_CUTOFF_GAMMA_OBS_mean,TSM_CUTOFF_GAMMA_OBS_TRANS_mean,THR_7-3_mean,THR_7-3_OBS_mean,THR_7-3_OBS_TRANS_mean,MONO_THR_7-3_mean,MONO_THR_7-3_OBS_mean,MONO_THR_7-3_OBS_TRANS_mean,DUO_THR_7-3_mean,DUO_THR_7-3_OBS_mean,DUO_THR_7-3_OBS_TRANS_mean,TRIO_THR_7-3_mean,TRIO_THR_7-3_OBS_mean,TRIO_THR_7-3_OBS_TRANS_mean,MULTI_THR_7-3_mean,MULTI_THR_7-3_OBS_mean,MULTI_THR_7-3_OBS_TRANS_mean,TSM_CUTOFF_THR_7-3_mean,TSM_CUTOFF_THR_7-3_OBS_mean,TSM_CUTOFF_THR_7-3_OBS_TRANS_mean,THR_20_mean,THR_20_OBS_mean,THR_20_OBS_TRANS_mean,MONO_THR_20_mean,MONO_THR_20_OBS_mean,MONO_THR_20_OBS_TRANS_mean,DUO_THR_20_mean,DUO_THR_20_OBS_mean,DUO_THR_20_OBS_TRANS_mean,TRIO_THR_20_mean,TRIO_THR_20_OBS_mean,TRIO_THR_20_OBS_TRANS_mean,MULTI_THR_20_mean,MULTI_THR_20_OBS_mean,MULTI_THR_20_OBS_TRANS_mean,TSM_CUTOFF_THR_20_mean,TSM_CUTOFF_THR_20_OBS_mean,TSM_CUTOFF_THR_20_OBS_TRANS_mean,SIM_COUNT
"(0.78, 1.56]","(0.5, 0.71]",8909,0.00032573084944264853,0.00032573084944264853,2.9771799639058074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.00032573084944264853,0.00032573084944264853,2.9771799639058074e-05,100.0,0.00032573084944264853,0.00032573084944264853,2.9771799639058074e-05,0.00022449208665394546,0.00022449208665394546,2.051857672017062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022449208665394546,0.00022449208665394546,2.051857672017062e-05,0.00022449208665394546,0.00022449208665394546,2.051857672017062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
"(0.78, 1.56]","(0.71, 1.0]",17872,0.01537677022321401,0.01537677022321401,0.0010466209468128194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.01537677022321401,0.01537677022321401,0.0010466209468128194,500.0,0.01537677022321401,0.01537677022321401,0.0010466209468128194,0.019807520143240824,0.019807520143240824,0.0013557520143240812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019807520143240824,0.019807520143240824,0.0013557520143240812,0.019807520143240824,0.019807520143240824,0.0013557520143240812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
"(0.78, 1.56]","(1.0, 1.41]",35634,0.004288267869186303,0.004288267869186303,0.00047596166610196634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.004288267869186303,0.004288267869186303,0.00047596166610196634,1100.0,0.004288267869186303,0.004288267869186303,0.00047596166610196634,0.007212213054947522,0.007212213054947522,0.0007830442835494186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007212213054947522,0.007212213054947522,0.0007830442835494186,0.007212213054947522,0.007212213054947522,0.0007830442835494186,0.0010944603468597406,0.0010944603468597406,0.00012509681764606842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010944603468597406,0.0010944603468597406,0.00012509681764606842,0.0010944603468597406,0.0010944603468597406,0.00012509681764606842,1100
"(0.78, 1.56]","(1.41, 2.0]",26728,0.017616567189970837,0.017616567189970837,0.002413908213347155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,0.017616567189970837,0.017616567189970837,0.002413908213347155,1000.0,0.014074687709626648,0.014074687709626648,0.0012960364385890316,0.022074229272672843,0.022074229272672843,0.0028814351990422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022074229272672843,0.022074229272672843,0.0028814351990422,0.018332834480694404,0.018332834480694404,0.0017103786291529468,0.0074827895839569,0.0074827895839569,0.000645764741095479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074827895839569,0.0074827895839569,0.000645764741095479,0.0074827895839569,0.0074827895839569,0.000645764741095479,2100
"(0.78, 1.56]","(2.0, 2.83]",17818,0.05202252147390812,0.05202252147390812,0.011584966990493868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.0,0.05202252147390812,0.05202252147390812,0.011584966990493868,1600.0,0.0432958623142523,0.0432958623142523,0.008536462665791982,0.07043439218767539,0.07043439218767539,0.01691602312268492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07043439218767539,0.07043439218767539,0.01691602312268492,0.04994948928050287,0.04994948928050287,0.009900774497698954,0.0222247165787406,0.0222247165787406,0.001976203838814682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222247165787406,0.0222247165787406,0.001976203838814682,0.0222247165787406,0.0222247165787406,0.001976203838814682,3600
"(0.78, 1.56]","(2.83, 4.0]",9075,0.14190026663433813,0.14190026663433813,0.04044786647724011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4740.0,0.14190026663433813,0.14190026663433813,0.04044786647724011,1100.0,0.09112193848525674,0.09112193848525674,0.023554695107329392,0.181267217630854,0.181267217630854,0.051920187327823705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181267217630854,0.181267217630854,0.051920187327823705,0.10743801652892562,0.10743801652892562,0.027618732782369138,0.03713498622589531,0.03713498622589531,0.007506887052341601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03713498622589531,0.03713498622589531,0.007506887052341601,0.03713498622589531,0.03713498622589531,0.007506887052341601,4800
"(0.78, 1.56]","(4.0, 5.66]",6173,0.28696924431881177,0.28696924431881177,0.08743221720724369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4560.0,0.28696924431881177,0.28696924431881177,0.08743221720724369,900.0,0.12761485952200596,0.12761485952200596,0.02603735472821838,0.3883039040984934,0.3883039040984934,0.1222278794751336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3883039040984934,0.3883039040984934,0.1222278794751336,0.14417625141746315,0.14417625141746315,0.02950672282520652,0.11015713591446623,0.11015713591446623,0.020648112749068505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11015713591446623,0.11015713591446623,0.020648112749068505,0.10189535072088125,0.10189535072088125,0.01774582860845616,4600
"(0.78, 1.56]","(5.66, 8.0]",6890,0.47476935735867,0.47476935735867,0.17800598073716647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4960.0,0.47476935735867,0.47476935735867,0.17800598073716647,2100.0,0.25632428951763936,0.25632428951763936,0.0952867091803381,0.5757619738751815,0.5757619738751815,0.21907613933236575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757619738751815,0.5757619738751815,0.21907613933236575,0.28592162554426703,0.28592162554426703,0.10618577648766327,0.24281567489114667,0.24281567489114667,0.08779094339622638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24281567489114667,0.24281567489114667,0.08779094339622638,0.2076923076923077,0.2076923076923077,0.07384759071117557,5000
"(0.78, 1.56]","(8.0, 11.31]",8491,0.5843505468469422,0.5843505468469422,0.22901084493308718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6190.0,0.5843505468469422,0.5843505468469422,0.22901084493308718,3400.0,0.3559252022927916,0.3559252022927916,0.1320046455498855,0.6809563066776587,0.6809563066776587,0.27037178188670363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6809563066776587,0.6809563066776587,0.27037178188670363,0.4004239783299965,0.4004239783299965,0.1493557884819221,0.43987751737133435,0.43987751737133435,0.16377894240961016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43987751737133435,0.43987751737133435,0.16377894240961016,0.35508185137204096,0.35508185137204096,0.1300708043811094,6200
"(0.78, 1.56]","(11.31, 16.0]",19798,0.7871471356097516,0.7871471356097516,0.3080337595233024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18440.0,0.7871471356097516,0.7871471356097516,0.3080337595233024,14000.0,0.6271607508134832,0.6271607508134832,0.2329071334504646,0.8934740882917467,0.8934740882917467,0.35056604707546213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8934740882917467,0.8934740882917467,0.35056604707546213,0.7033538741286999,0.7033538741286999,0.2611955500555612,0.7755328821093039,0.7755328821093039,0.29494537832104273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7755328821093039,0.7755328821093039,0.29494537832104273,0.6712294171128397,0.6712294171128397,0.24728395797555316,18500
"(1.56, 3.13]","(0.5, 0.71]",26728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(1.56, 3.13]","(0.71, 1.0]",71267,0.006478243166469417,0.006478243166469417,0.0003339789962249401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.006478243166469417,0.006478243166469417,0.0003339789962249401,1200.0,0.006478243166469417,0.006478243166469417,0.0003339789962249401,0.00888209129049911,0.00888209129049911,0.0004916890005191745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00888209129049911,0.00888209129049911,0.0004916890005191745,0.00888209129049911,0.00888209129049911,0.0004916890005191745,0.0015996183366775649,0.0015996183366775649,7.206140289334477e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015996183366775649,0.0015996183366775649,7.206140289334477e-05,0.0015996183366775649,0.0015996183366775649,7.206140289334477e-05,1200
"(1.56, 3.13]","(1.0, 1.41]",222716,0.005343475833218622,0.005343475833218622,0.0003654336965655895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.005343475833218622,0.005343475833218622,0.0003654336965655895,4400.0,0.005194916474116217,0.005194916474116217,0.0003300027874452577,0.006999946119721978,0.006999946119721978,0.000504597783724564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999946119721978,0.006999946119721978,0.000504597783724564,0.006730544729610804,0.006730544729610804,0.0004374090770308376,0.0013649670432299434,0.0013649670432299434,7.541802115698918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013649670432299434,0.0013649670432299434,7.541802115698918e-05,0.0013649670432299434,0.0013649670432299434,7.541802115698918e-05,5500
"(1.56, 3.13]","(1.41, 2.0]",124721,0.01800548307164329,0.01800548307164329,0.001603259557211279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0,0.01800548307164329,0.01800548307164329,0.001603259557211279,6000.0,0.015119597156391456,0.015119597156391456,0.0009870099543904714,0.025994018649625965,0.025994018649625965,0.0023066917359546514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025994018649625965,0.025994018649625965,0.0023066917359546514,0.021479943233296717,0.021479943233296717,0.001363371845960183,0.004473985936610514,0.004473985936610514,0.00023890844364621842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004473985936610514,0.004473985936610514,0.00023890844364621842,0.004473985936610514,0.004473985936610514,0.00023890844364621842,9900
"(1.56, 3.13]","(2.0, 2.83]",35642,0.054698516467377424,0.054698516467377424,0.005494337232719782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6590.0,0.054698516467377424,0.054698516467377424,0.005494337232719782,2600.0,0.04290615697082064,0.04290615697082064,0.002851341184023641,0.07370517928286853,0.07370517928286853,0.008007499579148198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07370517928286853,0.07370517928286853,0.008007499579148198,0.05471073452668201,0.05471073452668201,0.003737921553223725,0.02387632568318276,0.02387632568318276,0.0013331434824083944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02387632568318276,0.02387632568318276,0.0013331434824083944,0.02387632568318276,0.02387632568318276,0.0013331434824083944,6600
"(1.56, 3.13]","(2.83, 4.0]",26744,0.10924242575252777,0.10924242575252777,0.0176366353310371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11980.0,0.10924242575252777,0.10924242575252777,0.0176366353310371,2500.0,0.06888678148277982,0.06888678148277982,0.008033074932312199,0.14519144481005086,0.14519144481005086,0.02460050104696381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14519144481005086,0.14519144481005086,0.02460050104696381,0.08297188154352378,0.08297188154352378,0.009676304965599762,0.045505533951540535,0.045505533951540535,0.0045527707149267144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045505533951540535,0.045505533951540535,0.0045527707149267144,0.045505533951540535,0.045505533951540535,0.0045527707149267144,12000
"(1.56, 3.13]","(4.0, 5.66]",17028,0.18324490726658832,0.18324490726658832,0.04004331313436382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10290.0,0.18324490726658832,0.18324490726658832,0.04004331313436382,1900.0,0.07522119337726281,0.07522119337726281,0.014647656011147103,0.264446793516561,0.264446793516561,0.05830883251115809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264446793516561,0.264446793516561,0.05830883251115809,0.08891237961005403,0.08891237961005403,0.017501961475217296,0.06007751937984497,0.06007751937984497,0.011086087620389946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06007751937984497,0.06007751937984497,0.011086087620389946,0.05162085976039464,0.05162085976039464,0.00946815245478036,10300
"(1.56, 3.13]","(5.66, 8.0]",20736,0.49998245717092415,0.49998245717092415,0.10860369760689753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18880.0,0.49998245717092415,0.49998245717092415,0.10860369760689753,5400.0,0.21973697973071543,0.21973697973071543,0.039172334656111744,0.6348379629629629,0.6348379629629629,0.1406996383101852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348379629629629,0.6348379629629629,0.1406996383101852,0.2515432098765432,0.2515432098765432,0.04502445023148148,0.269386574074074,0.269386574074074,0.05142421392746913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269386574074074,0.269386574074074,0.05142421392746913,0.20963541666666666,0.20963541666666666,0.03675462962962962,18900
"(1.56, 3.13]","(8.0, 11.31]",26374,0.631570486000638,0.631570486000638,0.1494713396504633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25380.0,0.631570486000638,0.631570486000638,0.1494713396504633,10300.0,0.33110344725830687,0.33110344725830687,0.07102460200203543,0.7641616743762797,0.7641616743762797,0.18226224690983547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7641616743762797,0.7641616743762797,0.18226224690983547,0.37461135967240466,0.37461135967240466,0.08032551376355501,0.42420565708652463,0.42420565708652463,0.09473962614696292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42420565708652463,0.42420565708652463,0.09473962614696292,0.3340411010844013,0.3340411010844013,0.07180538029877911,25400
"(1.56, 3.13]","(11.31, 16.0]",56001,0.7912526274336613,0.7912526274336613,0.19664094828314832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54780.0,0.7912526274336613,0.7912526274336613,0.19664094828314832,33200.0,0.5090197036251309,0.5090197036251309,0.11570703574136397,0.9211264084569918,0.9211264084569918,0.2303726201317833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211264084569918,0.9211264084569918,0.2303726201317833,0.5800253566900592,0.5800253566900592,0.13207862002464238,0.6898983946715236,0.6898983946715236,0.16286578453956177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6898983946715236,0.6898983946715236,0.16286578453956177,0.5315083659220371,0.5315083659220371,0.1189825878109319,54800
"(3.13, 6.25]","(0.5, 0.71]",97995,6.633607546342824e-16,6.633607546342824e-16,2.0696855544589607e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.633607546342824e-16,6.633607546342824e-16,2.0696855544589607e-17,100.0,6.633607546342824e-16,6.633607546342824e-16,2.0696855544589607e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
"(3.13, 6.25]","(0.71, 1.0]",240534,0.0013551077035877381,0.0013551077035877381,4.6843488490856955e-05,0.0,0.0,0.0,0.0,35.0,2.409027193555726e-05,2.409027193555726e-05,7.347532940344954e-07,166.0,6.827221131755124e-05,6.827221131755124e-05,2.0823025393103316e-06,2199.0,0.0012627452203346297,0.0012627452203346297,4.402643265751215e-05,2400.0,0.0013551077035877381,0.0013551077035877381,4.6843488490856955e-05,0.0017710593928509067,0.0017710593928509067,5.9890909393266614e-05,0.0,0.0,0.0,6.236124622714457e-05,6.236124622714457e-05,1.9020180099279095e-06,0.00011225024320886025,0.00011225024320886025,3.423632417870236e-06,0.0015964479034149019,0.0015964479034149019,5.456525896546846e-05,0.0017710593928509067,0.0017710593928509067,5.9890909393266614e-05,0.0002078708207571487,0.0002078708207571487,8.356406994437378e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002078708207571487,0.0002078708207571487,8.356406994437378e-06,0.0002078708207571487,0.0002078708207571487,8.356406994437378e-06,2400
"(3.13, 6.25]","(1.0, 1.41]",766141,0.0038762225197181105,0.0038762225197181105,0.0001392721562684862,0.0,0.0,0.0,0.0,280.0,3.425502941519841e-06,3.425502941519841e-06,1.0040868475286196e-07,1711.0,9.954410605528034e-05,9.954410605528034e-05,2.978458594528274e-06,18709.0,0.0037732529107213112,0.0037732529107213112,0.00013619328898920507,18000.0,0.003824877623970887,0.003824877623970887,0.00013077618936050003,0.00568563750014684,0.00568563750014684,0.0002118253689594997,0.0,0.0,0.0,5.220971074515003e-06,5.220971074515003e-06,1.5349654959074118e-07,0.0002166702995923727,0.0002166702995923727,6.405609411322459e-06,0.005463746229479952,0.005463746229479952,0.00020526626299858654,0.005575997107582025,0.005575997107582025,0.0001925176958288358,0.0005090446797652129,0.0005090446797652129,1.673164600249824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005090446797652129,0.0005090446797652129,1.673164600249824e-05,0.0005090446797652129,0.0005090446797652129,1.673164600249824e-05,20700
"(3.13, 6.25]","(1.41, 2.0]",481065,0.012045017519067138,0.012045017519067138,0.0006149304771906028,0.0,0.0,0.0,0.0,310.0,4.903204550251426e-05,4.903204550251426e-05,1.3612276253639272e-06,2192.0,0.0003092179197720992,0.0003092179197720992,8.512638293765837e-06,33398.0,0.011686767553792523,0.011686767553792523,0.0006050566112714731,21800.0,0.010697378075611205,0.010697378075611205,0.00044735818303522404,0.01747996632471703,0.01747996632471703,0.00089761113363059,0.0,0.0,0.0,9.354245268310937e-05,9.354245268310937e-05,2.585929136395288e-06,0.0005674908796108633,0.0005674908796108633,1.6016130876284908e-05,0.016818932992423066,0.016818932992423066,0.0008790090736179101,0.015166349661688127,0.015166349661688127,0.0006129911758286298,0.002712731127810171,0.002712731127810171,0.00011574693648467469,0.0,0.0,0.0,0.0,0.0,0.0,4.781058692692255e-05,4.781058692692255e-05,1.2717616122561406e-06,0.0026649205408832482,0.0026649205408832482,0.00011447517487241855,0.0025505908764927817,0.0025505908764927817,9.99544760063609e-05,35900
"(3.13, 6.25]","(2.0, 2.83]",356344,0.0296311170612208,0.0296311170612208,0.001991992156035186,1.0,2.550989552474461e-16,2.550989552474461e-16,2.892822152506038e-17,727.0,8.948312178886897e-05,8.948312178886897e-05,2.805384084190674e-06,5585.0,0.0007367186207720478,0.0007367186207720478,3.33873320201993e-05,61987.0,0.028804915318659637,0.028804915318659637,0.001955799439930766,24200.0,0.022340861416985755,0.022340861416985755,0.0010050711945276685,0.04316615405338661,0.04316615405338661,0.003105852771479245,0.0,0.0,0.0,0.00017118290191500354,0.00017118290191500354,5.029409783804411e-06,0.0013582381069977326,0.0013582381069977326,7.095278719439643e-05,0.041636733044473885,0.041636733044473885,0.0030298705745010444,0.030512650697079233,0.030512650697079233,0.001389314538760299,0.008968861549513953,0.008968861549513953,0.00040330467189008393,0.0,0.0,0.0,0.0,0.0,0.0,9.541342073951012e-05,9.541342073951012e-05,3.4219742720517248e-06,0.008873448128774442,0.008873448128774442,0.00039988269761803225,0.008808903755921244,0.008808903755921244,0.00038521821610578544,68300
"(3.13, 6.25]","(2.83, 4.0]",169568,0.07055188909841054,0.07055188909841054,0.007321045443326118,0.0,0.0,0.0,0.0,575.0,8.542371002845014e-05,8.542371002845014e-05,1.1165214006688595e-05,6409.0,0.0014221166743115785,0.0014221166743115785,0.0001288230694502153,66306.0,0.06904434871407052,0.06904434871407052,0.007181057159869212,12700.0,0.038370411564565374,0.038370411564565374,0.0026848386072920714,0.10177627854312134,0.10177627854312134,0.01080999775901113,0.0,0.0,0.0,0.00014153613889413097,0.00014153613889413097,1.8512926967352322e-05,0.0032553311945650114,0.0032553311945650114,0.0003245647763729005,0.0983794112096622,0.0983794112096622,0.01046692005567088,0.05016866389884884,0.05016866389884884,0.0034605904415927545,0.02629033779958484,0.02629033779958484,0.00201925422249481,0.0,0.0,0.0,0.0,0.0,0.0,0.000589733912058879,0.000589733912058879,2.851658331760709e-05,0.025700603887525948,0.025700603887525948,0.0019907376391772027,0.023247310813361018,0.023247310813361018,0.001555758751651255,73300
"(3.13, 6.25]","(4.0, 5.66]",116030,0.1621273603933243,0.1621273603933243,0.019936503694924897,3.0,6.02503915860478e-25,6.02503915860478e-25,6.187715215887109e-26,887.0,0.00034758947136361777,0.00034758947136361777,2.4935240209688167e-05,7413.0,0.005735585638967047,0.005735585638967047,0.0006222526972839247,77597.0,0.15604418528299357,0.15604418528299357,0.019289315757431286,11000.0,0.06720423075516493,0.06720423075516493,0.006214955674672273,0.23459450142204602,0.23459450142204602,0.0293753167284323,0.0,0.0,0.0,0.0006463845557183486,0.0006463845557183486,5.069637162802723e-05,0.010255968284064465,0.010255968284064465,0.0011386899939670777,0.22369214858226322,0.22369214858226322,0.02818593036283719,0.08413341377230027,0.08413341377230027,0.007666958545203827,0.06467292941480651,0.06467292941480651,0.0063504007584245445,0.0,0.0,0.0,0.00035335689045936394,0.00035335689045936394,1.5957080065500304e-05,0.002361458243557701,0.002361458243557701,0.00019062656209600955,0.061958114280789435,0.061958114280789435,0.006143817116263033,0.05355511505645092,0.05355511505645092,0.00479954666896492,85900
